month,Total_crimes,Serious,Huge_damage,Ecological,Terrorism,Extremism,Murder,Harm_to_health,Rape,Theft,Vehicle_theft,Fraud_scam,Hooligan,Drugs,Weapons
01.09.2017,172777.0,36827.0,65138.0,2208.0,103.0,118.0,702.0,1858.0,400.0,69287.0,2598.0,17855.0,201.0,17772.0,2161.0
01.10.2017,204208.0,50021.0,81043.0,2812.0,184.0,116.0,803.0,2120.0,365.0,85885.0,3060.0,23527.0,186.0,21378.0,1862.0
01.11.2017,164982.0,32539.0,54899.0,1939.0,112.0,120.0,742.0,1765.0,312.0,65520.0,2258.0,19096.0,189.0,14871.0,2216.0
01.12.2017,137657.0,15755.0,55792.0,1681.0,78.0,96.0,678.0,1718.0,343.0,50155.0,1935.0,17902.0,182.0,13904.0,2099.0
01.01.2018,156179.0,37488.0,54722.0,1277.0,132.0,88.0,798.0,2225.0,296.0,53570.0,1487.0,17433.0,142.0,16920.0,2273.0
01.02.2018,156099.0,36353.0,55143.0,1534.0,172.0,125.0,781.0,1900.0,170.0,51872.0,1599.0,18415.0,150.0,17229.0,2744.0
01.03.2018,171137.0,38891.0,61293.0,1588.0,181.0,134.0,824.0,1970.0,212.0,57452.0,1798.0,20289.0,162.0,19150.0,2834.0
01.04.2018,164003.0,35483.0,58018.0,1905.0,129.0,151.0,726.0,1935.0,323.0,58362.0,1907.0,18459.0,203.0,16332.0,3244.0
01.05.2018,171802.0,36170.0,60074.0,2816.0,170.0,118.0,787.0,2101.0,287.0,65353.0,2136.0,17431.0,190.0,15703.0,2347.0
01.06.2018,173746.0,37655.0,61609.0,2435.0,184.0,146.0,661.0,1852.0,263.0,65677.0,2117.0,18777.0,190.0,16442.0,2266.0
01.07.2018,165544.0,36289.0,59857.0,1938.0,133.0,162.0,656.0,2047.0,461.0,66770.0,2326.0,15671.0,157.0,15556.0,2082.0
01.08.2018,171355.0,38863.0,63002.0,2078.0,144.0,132.0,676.0,1898.0,311.0,69134.0,2364.0,16234.0,184.0,17383.0,2006.0
01.09.2018,161014.0,36463.0,59282.0,2196.0,96.0,109.0,661.0,1777.0,273.0,64824.0,2149.0,15948.0,162.0,16537.0,1909.0
01.10.2018,195314.0,49861.0,76198.0,2686.0,122.0,44.0,720.0,2104.0,287.0,79728.0,2561.0,22090.0,215.0,21875.0,2040.0
01.11.2018,155091.0,31831.0,50104.0,1837.0,103.0,29.0,624.0,1800.0,216.0,62031.0,1711.0,16645.0,187.0,12942.0,1903.0
01.12.2018,150248.0,32827.0,54085.0,1609.0,113.0,27.0,660.0,1615.0,275.0,61622.0,1557.0,17644.0,149.0,14237.0,1804.0
01.01.2019,154698.0,41050.0,52961.0,1325.0,124.0,35.0,796.0,2123.0,172.0,52333.0,1236.0,18962.0,150.0,15728.0,2280.0
01.02.2019,159608.0,40903.0,54042.0,1433.0,198.0,47.0,731.0,1846.0,359.0,52800.0,1282.0,20461.0,143.0,17195.0,2926.0
01.03.2019,176614.0,45216.0,60643.0,1656.0,160.0,67.0,758.0,1961.0,236.0,60419.0,1507.0,22834.0,162.0,18653.0,2599.0
01.04.2019,176041.0,43083.0,59793.0,1931.0,162.0,55.0,719.0,1870.0,238.0,64638.0,1702.0,21196.0,216.0,16729.0,3111.0
01.05.2019,168816.0,39446.0,58603.0,2666.0,153.0,50.0,700.0,1890.0,240.0,66788.0,1906.0,18570.0,215.0,14782.0,2009.0
01.06.2019,175795.0,42135.0,61619.0,2346.0,175.0,60.0,577.0,1671.0,411.0,67360.0,1856.0,20806.0,165.0,16942.0,2868.0
01.07.2019,171839.0,39422.0,76739.0,1700.0,136.0,57.0,673.0,1892.0,323.0,70800.0,2013.0,20958.0,165.0,14840.0,1730.0
01.08.2019,172064.0,40429.0,66763.0,1886.0,152.0,35.0,615.0,1685.0,289.0,70201.0,1964.0,21481.0,167.0,15200.0,1849.0
01.09.2019,166208.0,38967.0,64283.0,1858.0,122.0,48.0,555.0,1570.0,306.0,67006.0,1903.0,21557.0,155.0,15100.0,1945.0
01.10.2019,199038.0,53319.0,81775.0,2322.0,111.0,52.0,668.0,1846.0,223.0,81053.0,2197.0,27980.0,180.0,20510.0,1744.0
01.11.2019,148104.0,31652.0,49623.0,1581.0,149.0,27.0,622.0,1467.0,246.0,57434.0,1344.0,19794.0,132.0,11067.0,1742.0
01.12.2019,155512.0,38470.0,60742.0,1526.0,164.0,52.0,534.0,1644.0,134.0,63327.0,1374.0,22588.0,155.0,13451.0,1754.0
01.01.2020,159172.0,44134.0,57020.0,1264.0,118.0,62.0,723.0,2075.0,296.0,53977.0,1092.0,22189.0,153.0,15463.0,2104.0
